Ref,Val,Package,PosX,PosY,Rot,Side
"SW28","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",285.750000,-76.200000,0.000000,top
"SW29","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",304.800000,-76.200000,0.000000,top
"SW30","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",333.375000,-76.200000,0.000000,top
"SW31","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",361.950000,-76.200000,0.000000,top
"SW32","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",80.962500,-95.250000,0.000000,top
"SW33","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",104.775000,-95.250000,0.000000,top
"SW34","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",123.825000,-95.250000,0.000000,top
"SW35","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",142.875000,-95.250000,0.000000,top
"SW36","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",161.925000,-95.250000,0.000000,top
"SW37","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",180.975000,-95.250000,0.000000,top
"SW38","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",200.025000,-95.250000,0.000000,top
"SW39","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",219.075000,-95.250000,0.000000,top
"SW40","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",238.125000,-95.250000,0.000000,top
"SW41","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",257.175000,-95.250000,0.000000,top
"SW42","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",276.225000,-95.250000,0.000000,top
"SW43","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",295.275000,-95.250000,0.000000,top
"SW44","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",314.325000,-95.250000,0.000000,top
"SW45","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",338.137500,-95.250000,0.000000,top
"SW46","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",361.950000,-95.250000,0.000000,top
"SW47","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",80.962500,-114.300000,0.000000,top
"SW48","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",104.775000,-114.300000,0.000000,top
"SW49","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",123.825000,-114.300000,0.000000,top
"SW50","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",142.875000,-114.300000,0.000000,top
