Ref,Val,Package,PosX,PosY,Rot,Side
"SW36","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",95.375000,-47.750000,0.000000,top
"SW37","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",114.425000,-47.750000,0.000000,top
"SW38","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",133.475000,-47.750000,0.000000,top
"SW39","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",152.525000,-47.750000,0.000000,top
"SW40","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",171.575000,-47.750000,0.000000,top
"SW41","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",190.625000,-47.750000,0.000000,top
"SW42","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",209.675000,-47.750000,0.000000,top
"SW43","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",228.725000,-47.750000,0.000000,top
"SW44","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",247.775000,-47.750000,0.000000,top
"SW45","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",271.587500,-47.750000,0.000000,top
"SW46","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",295.400000,-47.750000,0.000000,top
"SW47","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",14.412500,-66.800000,0.000000,top
"SW48","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",38.225000,-66.800000,0.000000,top
"SW49","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",57.275000,-66.800000,0.000000,top
"SW50","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",76.325000,-66.800000,0.000000,top
"SW51","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",95.375000,-66.800000,0.000000,top
"SW52","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",114.425000,-66.800000,0.000000,top
"SW53","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",133.475000,-66.800000,0.000000,top
"SW54","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",152.525000,-66.800000,0.000000,top
"SW55","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",171.575000,-66.800000,0.000000,top
"SW56","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",190.625000,-66.800000,0.000000,top
"SW57","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",209.675000,-66.800000,0.000000,top
"SW58","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",228.725000,-66.800000,0.000000,top
"SW59","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",262.062500,-66.800000,0.000000,top
"SW60","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",295.400000,-66.800000,0.000000,top
"SW61","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",19.175000,-85.850000,0.000000,top
"SW62","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",47.750000,-85.850000,0.000000,top
"SW63","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",66.800000,-85.850000,0.000000,top
"SW64","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",85.850000,-85.850000,0.000000,top
"SW65","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",104.900000,-85.850000,0.000000,top
"SW66","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",123.950000,-85.850000,0.000000,top
"SW67","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",143.000000,-85.850000,0.000000,top
"SW68","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",162.050000,-85.850000,0.000000,top
"SW69","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",181.100000,-85.850000,0.000000,top
"SW70","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",200.150000,-85.850000,0.000000,top
"SW71","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",219.200000,-85.850000,0.000000,top
"SW72","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",247.775000,-85.850000,0.000000,top
"SW73","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",276.350000,-85.850000,0.000000,top
"SW74","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",295.400000,-85.850000,0.000000,top
"SW75","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",12.031250,-104.900000,0.000000,top
"SW76","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",35.843750,-104.900000,0.000000,top
"SW77","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",59.656250,-104.900000,0.000000,top
"SW78","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",123.950000,-104.900000,0.000000,top
"SW79","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",188.243750,-104.900000,0.000000,top
"SW80","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",212.056250,-104.900000,0.000000,top
"SW81","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",235.868750,-104.900000,0.000000,top
"SW82","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",257.300000,-104.900000,0.000000,top
"SW83","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",276.350000,-104.900000,0.000000,top
"SW84","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",295.400000,-104.900000,0.000000,top
"SW85","SW_Slide_DPDT","SW_CK_JS202011AQN_DPDT_Angled",-17.300000,-23.000000,-90.000000,top
"U2","TXS0101DBV","SOT-23-6",-17.250000,-56.512500,90.000000,top
