Ref,Val,Package,PosX,PosY,Rot,Side
"C1","100nF","C_1206_3216Metric",137.450000,-4.350000,90.000000,bottom
"C2","100nF","C_1206_3216Metric",23.200000,-4.350000,90.000000,bottom
"C3","100nF","C_1206_3216Metric",137.400000,-23.200000,90.000000,bottom
"C4","100nF","C_1206_3216Metric",23.250000,-23.400000,90.000000,bottom
"C5","100nF","C_1206_3216Metric",146.900000,-42.450000,90.000000,bottom
"C6","100nF","C_1206_3216Metric",156.550000,-80.550000,90.000000,bottom
"C7","100nF","C_1206_3216Metric",146.900000,-61.500000,90.000000,bottom
"C8","100nF","C_1206_3216Metric",32.650000,-61.350000,90.000000,bottom
"C9","100nF","C_1206_3216Metric",32.700000,-42.450000,90.000000,bottom
"C10","100nF","C_1206_3216Metric",42.150000,-80.550000,90.000000,bottom
"C11","100nF","C_1206_3216Metric",182.300000,-99.025000,90.000000,bottom
"C12","100nF","C_1206_3216Metric",30.200000,-99.550000,90.000000,bottom
"D1","D","D_SOD123",2.450000,-15.150000,90.000000,bottom
"D2","D_Rev","D_SOD123_Rev",21.500000,-15.150000,90.000000,bottom
"D3","D","D_SOD123",40.550000,-15.150000,90.000000,bottom
"D4","D_Rev","D_SOD123_Rev",59.600000,-15.150000,90.000000,bottom
"D5","D","D_SOD123",78.650000,-15.150000,90.000000,bottom
"D6","D_Rev","D_SOD123_Rev",97.700000,-15.150000,90.000000,bottom
"D7","D","D_SOD123",116.750000,-15.150000,90.000000,bottom
"D8","D_Rev","D_SOD123_Rev",135.800000,-15.150000,90.000000,bottom
"D9","D","D_SOD123",154.850000,-15.150000,90.000000,bottom
"D10","D_Rev","D_SOD123_Rev",173.900000,-15.150000,90.000000,bottom
"D11","D","D_SOD123",192.950000,-15.150000,90.000000,bottom
"D12","D_Rev","D_SOD123_Rev",212.000000,-15.150000,90.000000,bottom
"D13","D","D_SOD123",231.050000,-15.150000,90.000000,bottom
"D14","D_Rev","D_SOD123_Rev",250.100000,-15.150000,90.000000,bottom
"D15","D","D_SOD123",269.150000,-15.150000,90.000000,bottom
"D16","D_Rev","D_SOD123_Rev",288.200000,-15.150000,90.000000,bottom
"D17","D","D_SOD123",2.450000,-34.200000,90.000000,bottom
"D18","D_Rev","D_SOD123_Rev",21.500000,-34.200000,90.000000,bottom
"D19","D","D_SOD123",40.550000,-34.200000,90.000000,bottom
"D20","D_Rev","D_SOD123_Rev",59.600000,-34.200000,90.000000,bottom
"D21","D","D_SOD123",78.650000,-34.200000,90.000000,bottom
"D22","D_Rev","D_SOD123_Rev",97.700000,-34.200000,90.000000,bottom
"D23","D","D_SOD123",116.750000,-34.200000,90.000000,bottom
"D24","D_Rev","D_SOD123_Rev",135.800000,-34.200000,90.000000,bottom
